,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
drug_20,0.45020166,-0.069610216,-0.26586887,-0.06687475,-0.004914984,0.08158261,0.13028698,0.3264764,-0.067817435,0.13213015,-0.025102517,-0.11982608,-0.18499036,0.14537175,0.29479402,-0.41127402,0.18770324,0.24811523,0.024382425,0.0002007984,-0.1035894,0.03107891,-0.21210277,0.1073424,0.08462384,-0.5404245,-0.08525234,0.14266092,-0.089744955,0.06619601,-0.17094755,-0.34112015,0.4767487,0.5618578,-0.10877487,-0.3837869,-0.3048855,-0.28140214,-0.03098811,0.13327543,0.15044227,0.17260966,0.16427082,0.13769622,-0.14227457,-0.2530661,0.31213912,0.177098,0.20442426,0.079902306,-0.17875575,0.057520036,-0.07826545,-0.13510214,0.23882401,0.15329975,0.0022613718,0.088168934,0.05022535,0.020301595,0.17200758,-0.0012861816,0.38174936,-0.69695145,0.056321908,-0.037764966,0.1143348,0.34244344,-0.1486177,0.100649975,0.29225987,0.22701627,-0.3723996,0.16170312,0.17736709,0.28921846,0.023358475,0.028745703,0.116015054,-0.26659307,-0.17845842,-0.083826594,-0.13589098,0.09528007,0.08219625,-0.4386081,-0.2901498,-0.00940337,0.14870408,-0.28439692,-0.1745626,0.13692452,0.030350933,0.36947522,0.46673855,-0.10066139,-0.12871847,0.030508172,0.21639888,-0.24793406,-0.23173316,-0.029321978,-0.108665675,0.11723806,-0.23039828,0.09409815,-0.43602338,0.110339165,-0.3045398,-0.16514155,0.34088627,-0.02707182,0.034532063,0.2413074,-0.082493655,-0.32179958,-0.07691495,-0.34945992,-0.10193253,0.15183108,0.46822092,0.051619224,0.11729339,-0.35078678,0.23798928,-0.1595033,0.040582504,-0.18090631,-0.031912766,-0.14658102,-0.10073654,-0.0022453805,0.20780228,0.027191458,-0.025808161,-0.14310738,0.13895313,-0.16496429,-0.04653615,0.41643313,-0.067520864,-0.091634974,-0.274398,0.060665306,0.42139304,-0.5109447,-0.060831316,0.056857135,0.093226865,-0.117657,0.2459994,0.089460455,-0.17955913,-0.048174985,0.034809694,-0.0070875785,-0.04243144,0.10044783,-0.08171156,0.048770197,-0.3248756,0.17821644,0.21696033,0.09265021,-0.1454964,0.09061401,-0.020944277,0.3402717,0.017216215,-0.21177404,0.028681679,0.23399305,-0.023941688,-0.4164644,-0.018931309,-0.3389835,0.045385137,-0.06345776,-0.21868654,-0.14956185,0.012552685,0.48339063,-0.12149046,0.19442113,-0.32497904,-0.22637133,-0.17955314,-0.13052842,-0.42546034,-0.18503328,-0.31044486,0.060246587,-0.07620989,0.27282363,-0.17025627,0.02074056,-0.22911647,0.015914496
drug_21,0.070591025,0.31731117,-0.24355741,-0.17185993,0.10322849,-0.33408034,-0.0097248815,0.38937944,-0.6546065,0.32495728,0.0062577883,-0.7144805,0.5750384,-0.13735904,-0.24571343,-0.3950111,0.29099396,0.3131841,-0.11060825,0.24652094,0.20157886,-0.41975126,-0.2495999,0.5243687,0.13082579,-0.38667142,-0.18489096,0.62227255,-0.48113057,-0.32384112,-0.40059948,-0.025514847,0.24154525,0.5847616,0.32771948,-0.14158992,-0.2692539,-0.2077378,0.48785368,-0.14098798,0.35463855,0.3341579,0.59065104,-0.133065,-0.47460845,0.010336695,-0.27398366,-0.238021,0.23163505,-0.4787952,0.1160078,0.6224804,-0.24081703,-0.22553131,0.3799442,0.0073093087,-0.35488567,0.520207,-0.13182239,0.2607116,0.42876357,-0.27570495,0.9030686,-0.4373283,-0.6778413,-0.045201708,0.17134747,0.3478652,0.46446124,0.22143215,0.33433995,0.5957567,-0.41887733,0.2929614,-0.19052571,0.28996816,-0.37624422,0.38337523,0.58869743,0.48726237,-0.2726408,0.04427348,-0.20143682,-0.2996764,0.030434528,-0.21603,-0.117602065,-0.03280061,0.04270747,0.16371085,0.30970973,-0.00621624,7.680488e-05,0.23235576,-0.30187532,-0.3303841,-0.10284854,-0.5610694,0.35499564,0.0066082818,-0.40981194,0.29831842,-0.19506939,0.5057626,-0.09020738,-0.26991925,-0.37888005,-0.26865774,-0.45225313,0.042335078,0.20941515,0.27938297,-0.8457437,0.36719012,0.17330553,-0.53499824,0.1973936,-0.53917277,0.15726735,0.33658922,-0.16934423,0.09137963,0.4302126,-0.23095548,0.04566508,0.19998801,-0.27817667,0.63175863,0.32134008,0.16329505,-0.08565599,-0.42437276,0.15547082,0.7872189,-0.1416825,-0.083699875,-0.076089926,-0.5333801,-0.48461193,0.20969567,0.09208716,-0.16649881,-0.029262643,-0.2315994,0.32764468,-1.3108618,-0.53136975,-0.06352134,0.27767828,0.10507004,0.26445466,-0.7422779,-1.1989746,0.19531482,0.46068874,-0.20755899,0.01679867,-0.05944362,-0.5185897,-0.1221022,-0.41968668,0.46792814,0.39426512,0.4877225,-0.2090997,-0.61531925,-0.2700062,0.2039584,-0.44983757,0.124235876,0.32087964,0.39503694,0.24389033,-0.48556912,-0.22912271,-0.68564314,-0.03236765,0.65545595,-0.2976517,0.31379002,-0.37494338,0.64521265,-0.24343093,-0.107512176,-0.41475415,-0.50786495,0.3033201,0.45652816,-0.6075522,0.21125387,0.5360237,-0.0025574074,0.050376594,-0.026146758,-0.09972533,0.3574413,0.46744242,0.19065298
drug_22,0.34897596,-0.22016235,-0.26823056,-0.05675279,0.18663606,0.001926106,0.17993434,0.40068248,-0.27043658,-0.09702415,0.101173274,-0.08549962,0.024126539,0.11061117,0.37433717,-0.44495738,-0.18432395,0.14705905,0.03563311,-0.060345866,-0.00714273,0.08268853,-0.38072836,0.31075642,0.22881664,-0.30320674,-0.1744413,0.21944241,0.055710126,-0.049396466,0.00810571,-0.32345486,0.1788905,0.31097257,-0.29720834,-0.23323604,0.027159551,-0.05881857,-0.13622692,0.006862373,-0.08335898,0.22730826,0.3724289,-0.36366987,0.020625804,0.11111752,0.104867294,0.081165835,-0.034565397,0.021761708,-0.043703288,0.40810364,-0.048872277,-0.3390585,0.34193853,-0.08066512,0.10998667,0.065484904,0.36724865,0.12484885,0.11708592,-0.12217614,0.19002247,-0.19548678,-0.16893417,0.22210762,0.16017333,0.5701113,-0.17894989,-0.054946236,0.31779397,-0.024880983,-0.2618241,-0.0008962834,0.18346685,0.15904589,-0.22004731,0.18874644,0.13174883,-0.3889791,-0.17562795,0.13181332,-0.15261869,0.20000058,0.25486177,-0.209846,-0.37171277,-0.19639497,0.12455774,-0.00095367996,0.02240199,0.2686271,0.04745245,0.17322364,-0.2113556,0.2351741,-0.078474455,0.063415706,0.3138116,-0.04290336,-0.5353382,0.11624195,-0.042153407,0.3681639,-0.027534707,-0.0015875523,-0.2866552,-0.013065951,-0.13137929,0.008416083,0.29194707,0.028756557,0.036109325,-0.0010445233,0.3497612,-0.2742717,-0.24418816,-0.32808623,-0.021480119,0.36873275,0.59044254,0.14498629,0.13254438,-0.17904574,-0.035436876,-0.25396913,-0.009818901,0.008085476,-0.015244913,0.11737064,-0.06257811,0.04917058,0.30879006,-0.041857276,-0.06434975,0.1612948,-0.2107855,-0.447717,0.20734702,0.014560341,0.011355304,0.098375686,-0.3068317,-0.13159789,-0.09584472,-0.40417644,-0.13646635,0.10021468,0.22780928,-0.006901747,0.17661905,-0.19173706,-0.5839665,-0.29777288,0.10577328,-0.09784013,-0.010440763,0.18414721,-0.32444426,-0.07038836,-0.39527413,0.41267836,0.52354634,-0.13018796,-0.13233912,0.06419063,-0.16948535,0.0020238145,-0.2610496,-0.051113117,-0.08505439,0.19842532,-0.19515486,-0.28387582,0.096541196,0.12572774,0.0026777184,-0.19126208,0.069580205,-0.17507212,-0.101399645,0.60209614,-0.20331381,0.08450892,-0.39192128,0.0019905935,-0.30140206,-0.15828386,-0.36492133,-0.42796794,-0.04172809,-0.0011316276,-0.0894457,-0.037723128,-0.35317343,0.22581124,-0.32122147,0.018825999
drug_23,0.12966312,-0.20117396,-0.32904682,0.10439688,-0.020477844,-0.08816607,0.009015347,0.50268,-0.15544508,-0.2150789,0.096636325,-0.20519619,-0.05391743,0.23423551,0.31181088,-0.29815757,0.06357245,0.11555813,0.05576528,0.14014943,-0.08769423,0.08119492,-0.33553705,0.017557891,0.27426267,-0.42265442,-0.0706166,0.28679597,-0.3179221,-0.13619229,-0.12201685,-0.37065032,0.25194547,0.40336522,-0.12670374,-0.64651287,0.001046878,-0.2369009,0.094149604,0.26298076,0.012559074,0.37778714,0.46776,0.045948025,-0.2906414,-0.100346915,0.22441298,0.03703941,0.18570447,0.0017830313,-0.32251132,0.25104946,0.014310353,0.02706301,0.45242235,0.16724415,-0.086031295,0.22800517,0.15661925,0.13673265,0.36114183,0.15441117,0.11138472,-0.15573847,-0.13963835,-0.005751611,0.13945775,0.54114735,-0.14037646,-0.21779831,0.37632945,0.044983175,-0.35816404,-0.06508014,0.11194225,0.19929379,-0.2836871,-0.04747829,-0.007724946,-0.35425505,0.024492431,-0.0573915,-0.16640285,0.26479656,0.25650987,-0.22257847,-0.2466266,-0.087220296,0.25586426,-0.14576757,-0.14349015,0.3433563,0.086921334,0.06470632,0.0639687,0.082025796,0.0385657,0.00754059,0.12961555,-0.29162556,-0.2712671,-0.016132198,-0.24302495,0.13492018,-0.06280901,0.22102982,-0.114476666,-0.044264063,-0.0049309237,0.035501435,0.07348882,-0.00055495976,0.01958549,-0.1808129,0.26387027,-0.38365746,-0.35929754,-0.089769244,-0.24675275,0.2926509,0.2623588,0.21784703,0.2364879,-0.39178342,0.039148718,-0.14710045,-0.34028992,-0.1323937,0.049575716,0.1295151,0.013956464,-0.041882634,0.025619775,0.15922564,0.096213825,-0.15896764,-0.028800191,-0.1746689,0.040386025,-0.08662576,0.08528645,0.17943908,-0.31057706,-0.08694614,-0.11781419,-0.44936267,-0.12008085,-0.0155202905,0.036811076,0.06595988,0.05589863,-0.062815584,-0.36061057,-0.3211956,0.071551345,-0.07015168,-0.057425715,0.08523368,-0.1701272,0.02877999,-0.25870618,0.25655743,0.5066569,-0.039240427,0.05486059,-0.12606806,0.039775617,-0.14583561,-0.28264278,-0.24728695,0.057561085,0.27415705,-0.10226942,-0.46121952,0.12450975,0.0299895,0.30794904,0.050440278,0.19215322,-0.19336087,-0.08959129,0.3585297,-0.39497164,0.06614189,-0.5088003,0.1018136,-0.24045868,0.006118317,-0.4162298,-0.038677838,-0.080225274,0.102145076,-0.06326752,-0.116884135,-0.056154054,0.06542416,-0.19437248,0.03533499
drug_24,0.53880894,0.21405058,-0.25792927,0.27939233,-0.012987367,-0.0973302,0.5708846,0.24800272,-0.15167154,-0.24965475,-0.069605075,-0.26448864,0.12019549,-0.023815442,-0.06389275,-0.27472627,0.078257486,0.7088231,0.084032096,0.0019821797,-0.45692003,0.056423992,-0.22015189,0.32119793,0.22555129,-0.43741268,0.36841714,-0.12361704,-0.31542832,0.5081925,0.17410351,-0.019349363,0.3773572,0.45155773,0.21017727,-0.34239906,-0.11439161,0.22098564,0.38675058,-0.0719615,0.24962685,0.062941566,0.7472486,-0.5847103,-0.34283587,0.20575204,0.09219525,-0.100342065,-0.22864598,-0.21904965,0.29011196,0.44692847,-0.113878906,-0.5202064,0.34070686,-0.13790287,0.09297307,0.6314012,-0.44574365,-0.013405318,0.17470038,-0.13491274,0.41123214,-0.63396204,0.3170385,-0.7482804,-0.22646333,0.29649028,-0.2856395,0.49146637,0.3625571,-0.17573467,-0.41646525,-0.1897298,0.37603363,0.3079139,-0.14147578,0.8144063,0.36005875,-0.31727412,-0.6986394,-0.44883278,-0.45515728,-0.2978351,-0.2330738,0.0075157206,-0.40731996,-0.056174424,0.19383892,-0.43135285,-0.17667577,-0.07081993,-0.14739887,0.25534654,0.37547615,0.16284494,0.017959911,-0.4093544,0.4567354,0.5693982,-0.38410065,0.24072154,0.29201975,0.13559069,0.061858125,-0.026719337,-0.3426646,-0.03132008,-0.33064556,-0.343776,0.020671522,0.12395463,-0.473061,0.54078734,0.34429175,-0.7736895,0.20064943,-0.05053628,-0.032227006,0.16732016,-0.56630754,0.021895386,0.19393264,-0.5590611,-0.15972804,0.12068892,-0.52310055,0.18543163,-0.14404626,0.20903556,0.47291905,0.15420167,-0.12434346,-0.04407185,-0.41785794,-0.51737714,-0.40366608,-0.14145772,-0.46369714,0.04339009,-0.3495369,0.62580514,-0.008829536,-0.0047534006,0.26740888,-0.6903413,-0.2663003,0.3028197,0.2689316,-0.2327314,-0.021543223,-0.4903042,-0.99300456,-0.041863255,0.7991247,0.20072651,0.014125664,-0.37843716,-0.62759143,-0.21898049,-0.51524353,0.40935266,0.25604057,0.2619503,-0.41475976,-0.39346758,-0.7145194,-0.38718277,0.053606473,-0.57642657,0.48119384,0.36598152,-0.018436579,-0.2504818,-0.099221736,-0.028869424,0.11637787,0.28420678,0.020491388,-0.3266458,-0.17747083,0.6637113,-0.85867035,0.0787244,-0.5659729,0.15933318,0.4833113,-0.05721013,-0.34654453,0.090588495,0.2174628,-0.35722393,0.06248032,0.06828127,0.16886473,0.39339343,-0.10351014,0.11467632
drug_25,0.031736825,0.08942525,-0.32586384,0.044613782,-0.06767437,0.18630694,-0.1091789,0.36980638,0.029546734,-0.13269407,-0.061236307,-0.15145408,0.03880075,0.19668718,0.43025336,-0.21371351,-0.17856723,0.26193738,0.17111874,0.16410638,-0.1721485,-0.10314542,-0.1750677,0.071434736,0.33537772,-0.41592342,0.02481508,0.15995885,-0.12168109,-0.08049888,-0.3608869,-0.518769,0.39465585,0.33898488,-0.045350514,-0.44477448,-0.06925531,-0.25118092,-0.073318206,0.10660315,-0.20988812,0.611586,0.4142661,0.059628554,-0.36840346,-0.07077258,0.32855478,0.06978145,0.31441525,0.0012380434,-0.17946653,0.08323565,-0.035117004,-0.05447378,0.34674752,0.103206836,0.15122883,0.06358439,0.16455469,0.23753381,0.42861298,0.15815993,0.24845591,-0.1724193,-0.099767,-0.010769819,0.07573756,0.35796198,-0.3353131,-0.0934008,0.13764958,0.030782908,-0.28794417,0.09110654,0.31681252,0.39113104,-0.29107258,-0.032019757,-0.01981695,-0.21318625,-0.07716048,-0.07571839,-0.18790463,0.19962671,0.022776186,-0.21294957,-0.23873828,-0.2459231,0.3122129,-0.08072246,-0.13074228,0.38791367,-0.005501202,0.115880825,-0.077665046,0.09673096,0.23069239,-0.1840703,0.14572418,-0.28380334,-0.27451465,0.005188736,-0.08774497,0.086572066,0.0026937148,0.27004796,0.0054856385,-0.08759811,-0.24691473,0.04404941,-0.01547119,0.14345464,-0.07324527,0.04364247,0.08468798,-0.5606173,-0.3093137,-0.344632,-0.11885858,0.25612304,0.36219704,0.10669126,0.4123377,-0.2341463,0.064264864,-0.29448995,-0.3171235,0.11098347,0.09832235,0.42282078,0.05912788,-0.040942494,0.008765927,0.1091543,0.24943948,-0.20491374,-0.0672158,-0.26386312,-0.067989685,0.08538877,0.09014068,0.05383573,-0.023295647,-0.047566883,0.017255556,-0.3267718,-0.28575835,0.13906577,0.13334516,-0.13337068,-0.023165425,-0.02850708,-0.44737205,-0.2826195,0.14654826,-0.057944164,-0.16721612,0.025283888,-0.17821975,-0.06632075,-0.22871931,0.21955559,0.43038726,0.017464496,0.04488137,0.04086905,-0.11940959,-0.14662512,-0.093036346,-0.328823,-0.063337184,0.23592901,-0.08173469,-0.34003356,0.1200245,-0.044825908,0.21058649,0.020227382,0.10101025,-0.20855784,-0.033996172,0.5169423,-0.24241832,-0.08478271,-0.43748003,0.0715847,-0.15418519,-0.020086616,-0.28885898,-0.2192084,0.038058534,0.01189335,0.059269566,-0.00803854,-0.23779018,0.037728,-0.28491944,0.008756937
drug_26,0.1648061,0.49382737,-0.03230657,0.49405855,-0.17481597,0.10589452,0.36952448,0.08287221,-0.09437655,-0.16183075,0.3183866,-0.015522713,-0.10971153,0.010114726,-0.28642067,-0.1788307,-0.1228951,0.12162323,0.2195423,0.080545455,-0.03855977,-0.24655356,-0.8373082,0.38525352,0.05118598,-0.21473064,0.15091746,0.09453235,-0.34616348,-0.1974968,-0.19538662,-0.1821408,-0.026959253,0.043043565,-0.025378643,-0.6149619,0.095194586,0.0046770573,-0.3523873,0.4214185,-0.07437611,0.1727094,0.28253323,-0.38128254,-0.028218113,-0.15581696,0.065887615,-0.6428977,0.31981987,-0.34511068,0.31754342,0.60258466,-0.05763298,-0.27371025,0.6936402,-0.06647136,-0.13374178,0.62211394,-0.4055121,0.070828624,0.39479402,-0.58097184,0.65354294,-0.3258646,-0.108635545,-0.17406046,-0.14824174,0.12020705,0.4154154,0.8895859,0.57155025,0.18833482,-0.46033776,0.19587858,0.14414445,-0.20060028,-0.36154225,0.27070802,0.66726524,0.38756248,-0.5065665,-0.044314392,-0.22010677,-0.20766759,-0.29880247,-0.29350886,-0.45400506,0.3120087,0.46985915,0.091187954,0.4964767,0.100314766,0.112741426,0.25106725,0.23071101,0.074790925,0.048728075,-0.17423019,0.31606382,0.11110266,-0.11593476,0.013692654,-0.330189,0.0943709,0.30413362,-0.0410594,-0.53801155,-0.0834316,-0.0069951303,0.03595219,-0.10817577,0.5560101,-0.39228424,0.27729964,0.5055305,-0.6439971,0.31409794,-0.16447154,0.038482815,0.43379003,-0.18283175,0.08521409,0.19301485,-0.6450044,0.07226744,0.07581711,-0.36542675,0.38128585,0.19021162,0.28143868,0.22835138,-0.16295567,0.04165885,-0.16789451,-0.39929283,0.09560346,0.023866743,0.0764286,-0.41118106,-0.16013725,-0.11314585,0.15585211,0.117807664,-0.29187825,0.3598752,-0.87759966,-0.14019684,0.13388681,0.18623455,-0.0029258842,0.23044702,-0.94817775,-0.82834715,-0.27379462,0.5043038,-0.032216486,-0.053448316,-0.3481955,-0.67840874,0.0562919,-0.006591802,0.8382287,-0.178819,0.09397556,-0.0074086385,-0.13027418,-0.5949956,0.20981054,-0.4130431,-0.1761014,0.25518262,0.3297804,-0.0062173656,-0.4710735,0.10217124,-0.18367705,-0.018049845,0.52749306,-0.19855131,-0.30708167,-0.048213515,0.51167876,-0.4668071,-0.22097783,-0.6567324,-0.37520546,0.08356706,-0.22589612,-0.21042727,0.29682907,0.19750988,0.06854918,0.39223674,-0.021221314,-0.6731349,-0.03790212,0.04206497,-0.115131184
drug_27,0.081427954,0.410706,0.018327044,0.3936894,-0.13096821,0.1551491,0.38531795,0.19618595,-0.02416844,-0.05786839,0.24916662,-0.01739398,-0.08675282,0.003721502,-0.19865485,-0.35436472,-0.13363981,0.25033078,0.1775739,0.034673598,0.01067336,-0.3599774,-0.85420126,0.38231128,0.08935493,-0.08098354,0.2305423,0.055639025,-0.24628997,-0.14773639,-0.16185446,-0.20253518,-0.05195152,0.018906137,0.15115435,-0.5907183,0.10970079,0.07746654,-0.32871592,0.40120792,-0.07740606,0.13166186,0.34188646,-0.4690271,-0.104362145,-0.25083,0.018335506,-0.7098731,0.22731999,-0.32456207,0.26179928,0.5773303,-0.09121638,-0.21161209,0.6806341,-0.10427483,-0.15778702,0.5508892,-0.34993446,-0.05939366,0.36801073,-0.6098353,0.5734388,-0.2486824,-0.090042084,-0.06930636,-0.15747312,0.18838723,0.40095916,0.92758113,0.55675864,0.21595216,-0.44664797,0.24783775,0.13053465,-0.13725993,-0.36890694,0.1879285,0.5542994,0.23486465,-0.5380807,-0.05754703,-0.09240043,-0.34914342,-0.3040068,-0.25063345,-0.3872041,0.33566853,0.4342129,0.04658291,0.5017401,0.046282806,0.10007273,0.13495773,0.22833115,0.12408858,-0.016356457,-0.23570032,0.4373158,0.030778136,-0.10494282,0.04940733,-0.281238,0.12743466,0.26697123,-0.1473065,-0.45433095,-0.014533557,-0.10744848,0.060865823,-0.17181459,0.51696736,-0.44468194,0.23038527,0.49566233,-0.584291,0.31392005,-0.18209231,0.014949719,0.34101796,-0.23951022,0.043141387,0.14980775,-0.6017392,0.046896476,0.079413615,-0.3664508,0.32625014,0.10505259,0.2262393,0.1519153,-0.27074885,0.09554504,-0.18235248,-0.45856884,0.0014809327,-0.012295681,0.12374892,-0.46902692,-0.11349478,-0.12783957,0.08851534,0.11673872,-0.3813064,0.40373266,-0.7995632,-0.04290745,0.089711696,0.2539606,0.1045923,0.29725823,-0.90783566,-0.87472224,-0.29228425,0.58106613,-0.014442975,-0.1028035,-0.44191596,-0.6505053,0.043123398,0.0072737876,0.8951841,-0.12470868,0.10293554,-0.067971036,-0.02203222,-0.6262479,0.31928328,-0.4124075,-0.26374707,0.30172595,0.39079776,0.045586783,-0.5509104,0.08208305,-0.1969644,-0.015085072,0.45144227,-0.21575436,-0.2851922,-0.1854275,0.59704256,-0.45135,-0.34357423,-0.7852772,-0.4492451,0.07222658,-0.14958474,-0.32942748,0.1830608,0.063735515,0.042151753,0.39706993,-0.092417136,-0.6436622,-0.062033575,0.08467018,-0.13289016
drug_28,0.27541912,-0.13445175,-0.21901497,-0.12984528,0.17754382,0.032609608,0.1333942,0.20227315,-0.15623237,-0.2294228,0.18027672,-0.08216847,-0.15687285,0.2335694,0.14968427,-0.4310067,0.04170947,0.21026956,-0.03410187,0.09085051,0.006891652,-0.030094568,-0.30902895,0.0413878,-0.13800319,-0.35085532,-0.06613955,0.2688087,-0.17243275,-0.13389692,-0.1666943,-0.4550782,0.26792273,0.3977044,-0.07234076,-0.36372587,-0.15838501,-0.3015464,0.10670513,-0.019348353,0.16358334,0.18480347,0.46349865,-0.14627008,-0.15990013,-0.16669028,-0.11259449,0.116360426,0.080095254,0.0004762828,-0.24282801,0.55928636,0.016883539,-0.20900857,0.40233085,-0.04034963,-0.038675174,0.34902206,0.22843643,-0.032280426,0.09403921,-0.013530588,0.21660207,-0.23690344,-0.07235606,-0.057520848,0.08953762,0.4939908,-0.09295041,-0.09039404,0.023414627,0.0327209,-0.33126768,0.2626225,-0.032130867,0.1741982,-0.32863814,0.103294075,0.07613117,-0.2807056,-0.10794331,0.18428412,-0.26165655,0.30117536,-0.04540476,-0.22177412,-0.4966839,-0.22098613,0.26545018,0.18675432,-0.19234319,0.598007,-0.1052279,0.13498588,-0.10007128,0.25208247,-0.15750757,-0.17356323,0.023415653,0.00872435,-0.63247496,0.18137193,-0.20248535,0.095504254,0.10673451,0.036293104,-0.043345988,0.19563642,-0.084419854,-0.049162664,0.41857773,0.12640427,-0.054008685,0.07017282,0.118330754,-0.36347523,-0.20766386,-0.1256823,-0.10550583,0.21005915,0.36731422,0.3888171,0.18831496,-0.28088516,-0.08346742,0.07063652,0.00079529366,-0.08887785,0.07708962,-0.096967995,-0.040299017,0.103161834,0.042171173,-0.10522455,-0.11342533,-0.102923065,-0.1634921,-0.35111022,-0.041249737,0.00675357,0.057045117,0.35065153,-0.40950602,-0.30281705,-0.1340853,-0.34557667,-0.16491869,0.15625158,0.14647998,-0.29418907,-0.0709812,-0.25980663,-0.6836793,-0.1875401,-0.09675356,0.06254538,0.034397013,0.097406775,-0.20508456,-0.05773549,-0.38663548,0.3008784,0.4109983,-0.19889748,-0.24377698,0.13594869,0.1722888,-0.15874235,-0.4566324,0.009598453,-0.009035796,0.11830745,0.020764457,-0.55563575,0.17409697,-0.15176685,-0.12892452,-0.08665064,0.023831954,-0.18990973,-0.10052489,0.38549906,0.0072036185,0.014409965,-0.42113099,-0.18217169,-0.098087184,-0.3246294,-0.36332273,-0.18258789,-0.15986583,0.12961502,-0.22787862,-0.20250271,-0.25359756,0.18466723,-0.16503514,0.19434029
drug_29,0.102719955,0.0063925725,-0.15867464,-0.028274586,0.024710542,0.091160536,0.042304203,0.5469777,-0.17274135,-0.25635603,0.037190087,-0.20821755,0.046574067,0.27408132,0.41882947,-0.5029634,-0.05232945,0.1920796,-0.05858911,0.063392796,-0.012248451,-0.11028207,-0.20130767,0.08711754,0.07410408,-0.36320037,-0.027250642,0.26811022,-0.05514565,-0.07853333,-0.21830289,-0.40473542,0.22153047,0.4106787,-0.27045795,-0.42997453,0.10240125,-0.27710086,-0.115359925,0.07211426,-0.04610884,0.35500872,0.3272353,-0.05112755,-0.1302691,0.047721345,0.17363814,0.10704153,0.15428065,0.044587456,-0.17425455,0.23970903,-0.12132091,-0.1810242,0.33720896,-0.00231331,0.030638913,0.06561516,0.19020446,0.116496794,0.3605309,0.078175426,0.23118313,-0.22765252,-0.11446247,0.07402464,0.12017467,0.64041674,-0.113987,-0.21768321,0.10904306,-0.019026889,-0.20456854,0.0045922413,0.22231303,0.36334428,-0.4551805,0.015374434,-0.007130613,-0.29323775,-0.2211754,0.21394873,-0.11315104,0.20130935,0.13842063,-0.10601226,-0.2381273,-0.22479,0.15496796,-0.15525675,-0.13668278,0.34443036,-0.0016853884,-0.08579184,-0.05946462,0.08808095,-0.034277894,-0.046004273,0.14724319,-0.118565895,-0.3818715,-0.0066095786,-0.077754095,0.23367092,-0.020527268,0.24972442,-0.21848534,-0.063641995,-0.027030218,-0.062851295,0.05162183,0.1336748,0.0055458047,0.02000668,0.15865017,-0.42532682,-0.30464852,-0.29162687,-0.107061096,0.33021817,0.5357931,0.09564524,0.27702376,-0.26727447,0.08690861,-0.27269238,-0.12008461,0.06439924,0.07520555,0.21758005,0.023902182,0.016791973,0.16981137,0.07966026,0.13219817,-0.1191229,-0.11108206,-0.359442,0.11943663,0.020882316,0.008739009,0.1422231,-0.286083,-0.116290376,-0.19918795,-0.29675943,-0.21100236,0.01853346,0.15091813,-0.08262909,0.011363615,-0.14202961,-0.5117941,-0.29523116,0.08269182,0.03029483,-0.115323484,0.030466612,-0.24771984,0.0017980351,-0.30326274,0.32131582,0.4497613,-0.06997397,-0.05314315,0.061845932,-0.03483642,-0.13240074,-0.31145215,-0.23459667,-0.033119828,0.27170378,-0.18153505,-0.37806243,0.15575293,-0.011083802,0.03279998,0.011593724,0.28381062,-0.13335416,-0.19093443,0.54723537,-0.20518507,-0.05660491,-0.3751966,0.1200721,-0.21341968,-0.235254,-0.23195696,-0.23357876,0.004916531,0.001335183,0.011554469,-0.13787207,-0.25490758,0.12664446,-0.34592307,0.018840775
